agenda_id,nombre_original_agenda,doctor,area,tipo_turno,dia,hora_inicio,hora_fin,efector
HCSI_025_CARDIOLOGIA,CARDIOLOGIA - ECG - PREOCUPACIONAL,PREOCUPACIONAL,CARDIOLOGIA,PROGRAMADA,Viernes,08:00,11:00,HCSI
HCSI_026_CARDIOLOGIA,"CARDIOLOGIA - ECOCARDIOGRAMA Y ECODOPPLER CARDICO - ARATA ,NATACHA",NATACHA ARATA,CARDIOLOGIA,PROGRAMADA,Martes,08:00,12:00,HCSI
HCSI_027_CARDIOLOGIA,"CARDIOLOGIA - ECOCARDIOGRAMA Y ECODOPPLER CARDICO - DI NIRO ,CECILIA",CECILIA DI NIRO,CARDIOLOGIA,PROGRAMADA,Lunes,14:00,18:00,HCSI
HCSI_028_CARDIOLOGIA,"CARDIOLOGIA - ECOCARDIOGRAMA Y ECODOPPLER CARDICO - DI NIRO ,CECILIA",CECILIA DI NIRO,CARDIOLOGIA,PROGRAMADA,Miércoles,08:00,12:00,HCSI
HCSI_029_CARDIOLOGIA,"CARDIOLOGIA - ECOCARDIOGRAMA Y ECODOPPLER CARDICO - VERTA ,PABLO MARTIN",PABLO MARTIN VERTA,CARDIOLOGIA,PROGRAMADA,Jueves,09:00,12:00,HCSI
HCSI_030_CARDIOLOGIA,"CARDIOLOGIA - ECOCARDIOGRAMA Y ECODOPPLER CARDICO - VERTA ,PABLO MARTIN",PABLO MARTIN VERTA,CARDIOLOGIA,PROGRAMADA,Miércoles,14:00,18:00,HCSI
HCSI_031_CARDIOLOGIA,"CARDIOLOGIA - ERGOMETRIA - BUSTAMANTE ,JORGE",JORGE BUSTAMANTE,CARDIOLOGIA,PROGRAMADA,Lunes,13:00,14:20,HCSI
HCSI_032_CARDIOLOGIA,"CARDIOLOGIA - ERGOMETRIA - BUSTAMANTE ,JORGE",JORGE BUSTAMANTE,CARDIOLOGIA,PROGRAMADA,Lunes,13:00,17:00,HCSI
HCSI_033_CARDIOLOGIA,"CARDIOLOGIA - ERGOMETRIA - DI NIRO ,CECILIA",CECILIA DI NIRO,CARDIOLOGIA,PROGRAMADA,Miércoles,14:00,17:00,HCSI
HCSI_034_CARDIOLOGIA,"CARDIOLOGIA - ERGOMETRIA - TEJERA ,PABLO",PABLO TEJERA,CARDIOLOGIA,PROGRAMADA,Miércoles,10:00,13:00,HCSI
HCSI_035_CARDIOLOGIA,"CARDIOLOGIA - AGUILAR MURILLO ,ANDRES",ANDRES AGUILAR MURILLO,CARDIOLOGIA,PROGRAMADA,Jueves,12:00,18:00,HCSI
HCSI_036_CARDIOLOGIA,"CARDIOLOGIA - AGUILAR MURILLO ,ANDRES",ANDRES AGUILAR MURILLO,CARDIOLOGIA,PROGRAMADA,Miércoles,12:00,18:00,HCSI
HCSI_037_CARDIOLOGIA,"CARDIOLOGIA - ARATA ,NATACHA",NATACHA ARATA,CARDIOLOGIA,PROGRAMADA,Jueves,08:00,12:00,HCSI
HCSI_038_CARDIOLOGIA,"CARDIOLOGIA - ARATA ,NATACHA",NATACHA ARATA,CARDIOLOGIA,PROGRAMADA,Lunes,08:00,12:00,HCSI
HCSI_039_CARDIOLOGIA,"CARDIOLOGIA - CASAS ,MARCELO",MARCELO CASAS,CARDIOLOGIA,PROGRAMADA,Jueves,08:00,13:00,HCSI
HCSI_040_CARDIOLOGIA,"CARDIOLOGIA - CASAS ,MARCELO",MARCELO CASAS,CARDIOLOGIA,PROGRAMADA,Martes,15:00,17:00,HCSI
HCSI_041_CARDIOLOGIA,"CARDIOLOGIA - CASAS ,MARCELO",MARCELO CASAS,CARDIOLOGIA,PROGRAMADA,Miércoles,08:00,12:00,HCSI
HCSI_042_CARDIOLOGIA,"CARDIOLOGIA - LANG ,WALTER GUILLERMO",WALTER GUILLERMO LANG,CARDIOLOGIA,PROGRAMADA,Martes,10:00,12:00,HCSI
HCSI_043_CARDIOLOGIA,"CARDIOLOGIA - PASCUCCI ,DAMIAN",DAMIAN PASCUCCI,CARDIOLOGIA,PROGRAMADA,Lunes,14:00,18:00,HCSI
HCSI_044_CARDIOLOGIA,"CARDIOLOGIA - PIZZORNO ,AGUSTINA ELENA",AGUSTINA ELENA PIZZORNO,CARDIOLOGIA,PROGRAMADA,Jueves,08:00,13:00,HCSI
HCSI_045_CARDIOLOGIA,"CARDIOLOGIA - PIZZORNO ,AGUSTINA ELENA",AGUSTINA ELENA PIZZORNO,CARDIOLOGIA,CAI/Espontánea,Jueves,13:00,14:00,HCSI
HCSI_046_CARDIOLOGIA,"CARDIOLOGIA - PIZZORNO ,AGUSTINA ELENA",AGUSTINA ELENA PIZZORNO,CARDIOLOGIA,CAI/Espontánea,Miércoles,13:00,14:00,HCSI
HCSI_047_CARDIOLOGIA,"CARDIOLOGIA - PIZZORNO ,AGUSTINA ELENA",AGUSTINA ELENA PIZZORNO,CARDIOLOGIA,PROGRAMADA,Miércoles,09:00,13:00,HCSI
HCSI_048_CARDIOLOGIA,"CARDIOLOGIA - UMIRI CHOQUE ,MARIO",MARIO UMIRI CHOQUE,CARDIOLOGIA,PROGRAMADA,Jueves,14:00,18:00,HCSI
HCSI_049_CARDIOLOGIA,"CARDIOLOGIA - UMIRI CHOQUE ,MARIO",MARIO UMIRI CHOQUE,CARDIOLOGIA,PROGRAMADA,Lunes,14:00,18:00,HCSI
HCSI_050_CARDIOLOGIA,"CARDIOLOGIA - UMIRI CHOQUE ,MARIO",MARIO UMIRI CHOQUE,CARDIOLOGIA,PROGRAMADA,Miércoles,14:00,18:00,HCSI
HCSI_051_CARDIOLOGIA,"CARDIOLOGIA - INFORME DE ECG - LOARTE CHAVEZ ,LEONARDO HENRY",LEONARDO HENRY LOARTE CHAVEZ,CARDIOLOGIA,PROGRAMADA,Viernes,08:00,12:00,HCSI
HCSI_052_CARDIOLOGIA,"CARDIOLOGIA - MARCAPASOS - EIDELMAN ,GABRIEL",GABRIEL EIDELMAN,CARDIOLOGIA,PROGRAMADA,Viernes,08:00,12:40,HCSI
HCSI_053_CARDIOLOGIA,"CARDIOLOGIA - POST ALTA - RESIDENTES ,CARDIO",CARDIO RESIDENTES,CARDIOLOGIA,PROGRAMADA,Lunes,13:30,15:30,HCSI
HCSI_054_CARDIOLOGIA,"CARDIOLOGIA - PRE QUIRURGICO - VILLAREAL DIANA ,RASGUIDO XIOMARA",RASGUIDO XIOMARA VILLAREAL DIANA,CARDIOLOGIA,PROGRAMADA,Lunes,12:00,16:00,HCSI
HCSI_055_CARDIOLOGIA,"CARDIOLOGIA - PRE QUIRURGICO - VILLAREAL DIANA ,RASGUIDO XIOMARA",RASGUIDO XIOMARA VILLAREAL DIANA,CARDIOLOGIA,PROGRAMADA,Viernes,12:00,16:00,HCSI
HCSI_056_CIRUGIA,CIRUGIA - CABEZA Y CUELLO - CABEZA Y CUELLO DOS,CABEZA Y CUELLO DOS,CIRUGIA,PROGRAMADA,Jueves,08:30,11:00,HCSI
HCSI_057_CIRUGIA,CIRUGIA - CABEZA Y CUELLO - CABEZA Y CUELLO UNO,CABEZA Y CUELLO UNO,CIRUGIA,PROGRAMADA,Martes,09:00,12:00,HCSI
HCSI_058_CIRUGIA,CIRUGIA - COLOPROCTOLOGIA - COLOPROCTOLOGIA UNO,COLOPROCTOLOGIA UNO,CIRUGIA,PROGRAMADA,Jueves,09:00,12:00,HCSI
HCSI_059_CIRUGIA,CIRUGIA - COLOPROCTOLOGIA - COLOPROCTOLOGIA DOS,COLOPROCTOLOGIA DOS,CIRUGIA,PROGRAMADA,Martes,09:00,12:00,HCSI
HCSI_060_CIRUGIA,CIRUGIA - COLOPROCTOLOGIA - COLOPROCTOLOGIA UNO,COLOPROCTOLOGIA UNO,CIRUGIA,PROGRAMADA,Martes,09:00,12:00,HCSI
HCSI_061_CIRUGIA,CIRUGIA - CURACIONES,CURACIONES,CIRUGIA,CAI/Espontánea,Jueves,12:00,14:00,HCSI
HCSI_062_CIRUGIA,CIRUGIA - CURACIONES,CURACIONES,CIRUGIA,CAI/Espontánea,Martes,12:00,14:00,HCSI
HCSI_063_CIRUGIA,CIRUGIA - GENERAL DOS,GENERAL DOS,CIRUGIA,PROGRAMADA,Jueves,09:00,12:00,HCSI
HCSI_064_CIRUGIA,CIRUGIA - GENERAL DOS,GENERAL DOS,CIRUGIA,PROGRAMADA,Martes,09:00,12:00,HCSI
HCSI_065_CIRUGIA,CIRUGIA - GENERAL UNO,GENERAL UNO,CIRUGIA,PROGRAMADA,Jueves,09:00,12:00,HCSI
HCSI_066_CIRUGIA,CIRUGIA - GENERAL UNO,GENERAL UNO,CIRUGIA,PROGRAMADA,Martes,09:00,12:00,HCSI
HCSI_067_CIRUGIA,CIRUGIA - PLASTICA - PLASTICA,PLASTICA,CIRUGIA,PROGRAMADA,Jueves,09:00,12:00,HCSI
HCSI_068_CIRUGIA,CIRUGIA - PLASTICA - PLASTICA,PLASTICA,CIRUGIA,PROGRAMADA,Martes,09:00,12:00,HCSI
HCSI_069_CIRUGIA,CIRUGIA - TORACICA - TORAX,TORAX,CIRUGIA,PROGRAMADA,Jueves,09:00,12:00,HCSI
HCSI_070_CIRUGIA,CIRUGIA - TORACICA - TORAX,TORAX,CIRUGIA,PROGRAMADA,Martes,09:00,12:00,HCSI
HCSI_071_CIRUGIA VASCULAR PERIFERICA,"CIRUGIA VASCULAR PERIFERICA - FLEBOLOGÍA - IBAÑEZ ,ELIZABETH",ELIZABETH IBAÑEZ,CIRUGIA VASCULAR PERIFERICA,PROGRAMADA,Jueves,08:00,11:00,HCSI
HCSI_072_CIRUGIA VASCULAR PERIFERICA,"CIRUGIA VASCULAR PERIFERICA - FLEBOLOGÍA - IBAÑEZ ,ELIZABETH",ELIZABETH IBAÑEZ,CIRUGIA VASCULAR PERIFERICA,CAI/Espontánea,Jueves,07:30,08:00,HCSI
HCSI_073_CIRUGIA VASCULAR PERIFERICA,"CIRUGIA VASCULAR PERIFERICA - FLEBOLOGÍA - IBAÑEZ ,ELIZABETH",ELIZABETH IBAÑEZ,CIRUGIA VASCULAR PERIFERICA,PROGRAMADA,Lunes,08:00,11:00,HCSI
HCSI_074_CIRUGIA VASCULAR PERIFERICA,"CIRUGIA VASCULAR PERIFERICA - FLEBOLOGÍA - IBAÑEZ ,ELIZABETH",ELIZABETH IBAÑEZ,CIRUGIA VASCULAR PERIFERICA,CAI/Espontánea,Lunes,07:30,08:00,HCSI
HCSI_075_CIRUGIA VASCULAR PERIFERICA,"CIRUGIA VASCULAR PERIFERICA - FLEBOLOGÍA - MANSILLA ,IVAN",IVAN MANSILLA,CIRUGIA VASCULAR PERIFERICA,PROGRAMADA,Lunes,15:00,18:00,HCSI
HCSI_076_CIRUGIA VASCULAR PERIFERICA,"CIRUGIA VASCULAR PERIFERICA - FLEBOLOGÍA - MANSILLA ,IVAN",IVAN MANSILLA,CIRUGIA VASCULAR PERIFERICA,PROGRAMADA,Viernes,09:00,12:00,HCSI
HCSI_077_CIRUGIA VASCULAR PERIFERICA,"CIRUGIA VASCULAR PERIFERICA - HERIDAS - IBAÑEZ ,ELIZABETH",ELIZABETH IBAÑEZ,CIRUGIA VASCULAR PERIFERICA,PROGRAMADA,Martes,08:00,11:00,HCSI
HCSI_078_CIRUGIA VASCULAR PERIFERICA,"CIRUGIA VASCULAR PERIFERICA - VASCULAR PERIFERICO - GILLEN, PABLO",PABLO GILLEN,CIRUGIA VASCULAR PERIFERICA,PROGRAMADA,Jueves,09:00,12:00,HCSI
HCSI_079_CIRUGIA VASCULAR PERIFERICA,"CIRUGIA VASCULAR PERIFERICA - VASCULAR Y FLEBOLOGIA - ALONSO ,VERONICA",VERONICA ALONSO,CIRUGIA VASCULAR PERIFERICA,PROGRAMADA,Martes,09:00,12:00,HCSI
HCSI_080_CLINICA MEDICA,"CLINICA MEDICA - A LA BREVEDAD - BUCCELLA ,JORGE",JORGE BUCCELLA,CLINICA MEDICA,PROGRAMADA,Viernes,17:30,18:00,HCSI
HCSI_081_CLINICA MEDICA,"CLINICA MEDICA - A LA BREVEDAD - DI ROCCO ,LUCRECIA ANAHI",LUCRECIA ANAHI DI ROCCO,CLINICA MEDICA,PROGRAMADA,Martes,16:00,16:30,HCSI
HCSI_082_CLINICA MEDICA,"CLINICA MEDICA - A LA BREVEDAD - DI ROCCO ,LUCRECIA ANAHI",LUCRECIA ANAHI DI ROCCO,CLINICA MEDICA,PROGRAMADA,Miércoles,16:00,16:30,HCSI
HCSI_083_CLINICA MEDICA,"CLINICA MEDICA - A LA BREVEDAD - FRIDMAN ,ANALIA",ANALIA FRIDMAN,CLINICA MEDICA,PROGRAMADA,Jueves,15:30,16:00,HCSI
HCSI_084_CLINICA MEDICA,"CLINICA MEDICA - A LA BREVEDAD - FRIDMAN ,ANALIA",ANALIA FRIDMAN,CLINICA MEDICA,PROGRAMADA,Martes,15:30,16:00,HCSI
HCSI_085_CLINICA MEDICA,"CLINICA MEDICA - BUCCELLA ,JORGE",JORGE BUCCELLA,CLINICA MEDICA,PROGRAMADA,Viernes,12:00,14:00,HCSI
HCSI_086_CLINICA MEDICA,"CLINICA MEDICA - BUCCELLA ,JORGE",JORGE BUCCELLA,CLINICA MEDICA,PROGRAMADA,Viernes,15:00,17:15,HCSI
HCSI_087_CLINICA MEDICA,"CLINICA MEDICA - DI ROCCO ,LUCRECIA ANAHI",LUCRECIA ANAHI DI ROCCO,CLINICA MEDICA,PROGRAMADA,Martes,13:30,15:45,HCSI
HCSI_088_CLINICA MEDICA,"CLINICA MEDICA - DI ROCCO ,LUCRECIA ANAHI",LUCRECIA ANAHI DI ROCCO,CLINICA MEDICA,PROGRAMADA,Miércoles,13:30,15:45,HCSI
HCSI_089_CLINICA MEDICA,"CLINICA MEDICA - FRIDMAN ,ANALIA",ANALIA FRIDMAN,CLINICA MEDICA,PROGRAMADA,Jueves,13:00,15:15,HCSI
HCSI_090_CLINICA MEDICA,"CLINICA MEDICA - FRIDMAN ,ANALIA",ANALIA FRIDMAN,CLINICA MEDICA,PROGRAMADA,Martes,13:00,15:15,HCSI
HCSI_091_CLINICA MEDICA,"CLINICA MEDICA - GOTTAS ,ANABELLA",ANABELLA GOTTAS,CLINICA MEDICA,PROGRAMADA,Lunes,14:00,16:00,HCSI
HCSI_092_CLINICA MEDICA,"CLINICA MEDICA - GOTTAS ,ANABELLA",ANABELLA GOTTAS,CLINICA MEDICA,PROGRAMADA,Miércoles,14:00,16:00,HCSI
HCSI_093_CLINICA MEDICA,"CLINICA MEDICA - NUÑEZ ,DANIELA",DANIELA NUÑEZ,CLINICA MEDICA,PROGRAMADA,Jueves,14:00,16:00,HCSI
HCSI_094_CLINICA MEDICA,"CLINICA MEDICA - NUÑEZ ,DANIELA",DANIELA NUÑEZ,CLINICA MEDICA,PROGRAMADA,Martes,14:00,16:00,HCSI
HCSI_095_CLINICA MEDICA,"CLINICA MEDICA - NUÑEZ ,DANIELA",DANIELA NUÑEZ,CLINICA MEDICA,PROGRAMADA,Viernes,14:00,16:00,HCSI
HCSI_096_CLINICA MEDICA,"CLINICA MEDICA - POST ALTA - DI ROCCO ,LUCRECIA ANAHI",LUCRECIA ANAHI DI ROCCO,CLINICA MEDICA,PROGRAMADA,Jueves,13:30,16:30,HCSI
HCSI_097_CLINICA MEDICA,"CLINICA MEDICA - POST ALTA - GOTTAS ,ANABELLA",ANABELLA GOTTAS,CLINICA MEDICA,PROGRAMADA,Lunes,13:00,14:00,HCSI
HCSI_098_CLINICA MEDICA,"CLINICA MEDICA - POST ALTA - GOTTAS ,ANABELLA",ANABELLA GOTTAS,CLINICA MEDICA,PROGRAMADA,Miércoles,13:00,14:00,HCSI
HCSI_099_CLINICA MEDICA,"CLINICA MEDICA - POST ALTA - NUÑEZ ,DANIELA",DANIELA NUÑEZ,CLINICA MEDICA,PROGRAMADA,Jueves,13:00,14:00,HCSI
HCSI_100_CLINICA MEDICA,"CLINICA MEDICA - POST ALTA - NUÑEZ ,DANIELA",DANIELA NUÑEZ,CLINICA MEDICA,PROGRAMADA,Martes,13:00,14:00,HCSI
HCSI_101_CLINICA MEDICA,"CLINICA MEDICA - POST ALTA - NUÑEZ ,DANIELA",DANIELA NUÑEZ,CLINICA MEDICA,PROGRAMADA,Viernes,13:00,14:00,HCSI
HCSI_102_CUIDADOS PALIATIVOS,"CUIDADOS PALIATIVOS - JACOBS CACERES ,MEREDIS",MEREDIS JACOBS CACERES,CUIDADOS PALIATIVOS,PROGRAMADA,Jueves,14:00,15:00,HCSI
HCSI_103_CUIDADOS PALIATIVOS,"CUIDADOS PALIATIVOS - JACOBS CACERES ,MEREDIS",MEREDIS JACOBS CACERES,CUIDADOS PALIATIVOS,PROGRAMADA,Lunes,14:00,15:00,HCSI
HCSI_104_CUIDADOS PALIATIVOS,"CUIDADOS PALIATIVOS - JACOBS CACERES ,MEREDIS",MEREDIS JACOBS CACERES,CUIDADOS PALIATIVOS,PROGRAMADA,Martes,10:00,12:00,HCSI
HCSI_105_CUIDADOS PALIATIVOS,"CUIDADOS PALIATIVOS - JACOBS CACERES ,MEREDIS",MEREDIS JACOBS CACERES,CUIDADOS PALIATIVOS,PROGRAMADA,Viernes,10:00,12:00,HCSI
HCSI_106_DERMATOLOGIA,"DERMATOLOGIA - A LA BREVEDAD - SANTIVAÑEZ SANTANDER ,NOELIA",NOELIA SANTIVAÑEZ SANTANDER,DERMATOLOGIA,PROGRAMADA,Martes,16:00,17:00,HCSI
HCSI_107_DERMATOLOGIA,"DERMATOLOGIA - MONTECCHIESI ,MARIA GABRIELA",MARIA GABRIELA MONTECCHIESI,DERMATOLOGIA,PROGRAMADA,Miércoles,08:00,09:00,HCSI
HCSI_108_DERMATOLOGIA,"DERMATOLOGIA - MONTECCHIESI ,MARIA GABRIELA",MARIA GABRIELA MONTECCHIESI,DERMATOLOGIA,PROGRAMADA,Miércoles,11:00,13:00,HCSI
HCSI_109_DERMATOLOGIA,"DERMATOLOGIA - PERGOLA ,SILVINA",SILVINA PERGOLA,DERMATOLOGIA,CAI/Espontánea,Jueves,08:00,09:00,HCSI
HCSI_110_DERMATOLOGIA,"DERMATOLOGIA - PERGOLA ,SILVINA",SILVINA PERGOLA,DERMATOLOGIA,PROGRAMADA,Jueves,09:00,13:00,HCSI
HCSI_111_DERMATOLOGIA,"DERMATOLOGIA - PERGOLA ,SILVINA",SILVINA PERGOLA,DERMATOLOGIA,PROGRAMADA,Lunes,13:00,16:00,HCSI
HCSI_112_DERMATOLOGIA,"DERMATOLOGIA - PERGOLA ,SILVINA",SILVINA PERGOLA,DERMATOLOGIA,CAI/Espontánea,Martes,08:00,09:00,HCSI
HCSI_113_DERMATOLOGIA,"DERMATOLOGIA - PERGOLA ,SILVINA",SILVINA PERGOLA,DERMATOLOGIA,PROGRAMADA,Martes,09:00,13:00,HCSI
HCSI_114_DERMATOLOGIA,"DERMATOLOGIA - PERGOLA ,SILVINA",SILVINA PERGOLA,DERMATOLOGIA,PROGRAMADA,Miércoles,13:00,16:00,HCSI
HCSI_115_DERMATOLOGIA,"DERMATOLOGIA - SANTIVAÑEZ SANTANDER ,NOELIA",NOELIA SANTIVAÑEZ SANTANDER,DERMATOLOGIA,PROGRAMADA,Jueves,12:00,16:00,HCSI
HCSI_116_DERMATOLOGIA,"DERMATOLOGIA - SANTIVAÑEZ SANTANDER ,NOELIA",NOELIA SANTIVAÑEZ SANTANDER,DERMATOLOGIA,PROGRAMADA,Martes,12:00,16:00,HCSI
HCSI_117_DERMATOLOGIA,"DERMATOLOGIA - SANTIVAÑEZ SANTANDER ,NOELIA",NOELIA SANTIVAÑEZ SANTANDER,DERMATOLOGIA,CAI/Espontánea,Viernes,08:00,09:00,HCSI
HCSI_118_DERMATOLOGIA,"DERMATOLOGIA - SANTIVAÑEZ SANTANDER ,NOELIA",NOELIA SANTIVAÑEZ SANTANDER,DERMATOLOGIA,PROGRAMADA,Viernes,09:00,12:00,HCSI
HCSI_119_DERMATOLOGIA,"DERMATOLOGIA - SANTIVAÑEZ SANTANDER ,NOELIA",NOELIA SANTIVAÑEZ SANTANDER,DERMATOLOGIA,PROGRAMADA,Viernes,13:00,16:00,HCSI
HCSI_120_DERMATOLOGIA,"DERMATOLOGIA - TABOADA ,VALERIA",VALERIA TABOADA,DERMATOLOGIA,PROGRAMADA,Lunes,10:00,13:00,HCSI
HCSI_121_DERMATOLOGIA,"DERMATOLOGIA - TABOADA ,VALERIA",VALERIA TABOADA,DERMATOLOGIA,PROGRAMADA,Martes,12:00,16:00,HCSI
HCSI_122_DERMATOLOGIA,"DERMATOLOGIA - TABOADA ,VALERIA",VALERIA TABOADA,DERMATOLOGIA,PROGRAMADA,Miércoles,08:00,09:00,HCSI
HCSI_123_DERMATOLOGIA,"DERMATOLOGIA - TABOADA ,VALERIA",VALERIA TABOADA,DERMATOLOGIA,PROGRAMADA,Miércoles,11:00,13:00,HCSI
HCSI_124_DERMATOLOGIA,"DERMATOLOGIA - TABOADA ,VALERIA",VALERIA TABOADA,DERMATOLOGIA,CAI/Espontánea,Viernes,08:00,09:00,HCSI
HCSI_125_DERMATOLOGIA,"DERMATOLOGIA - TABOADA ,VALERIA",VALERIA TABOADA,DERMATOLOGIA,PROGRAMADA,Viernes,09:00,13:00,HCSI
HCSI_126_DERMATOLOGIA,"DERMATOLOGIA - TROTTA ,MARIA LAURA",MARIA LAURA TROTTA,DERMATOLOGIA,PROGRAMADA,Jueves,11:00,13:00,HCSI
HCSI_127_DERMATOLOGIA,"DERMATOLOGIA - TROTTA ,MARIA LAURA",MARIA LAURA TROTTA,DERMATOLOGIA,PROGRAMADA,Miércoles,08:00,09:00,HCSI
HCSI_128_DERMATOLOGIA,"DERMATOLOGIA - TROTTA ,MARIA LAURA",MARIA LAURA TROTTA,DERMATOLOGIA,PROGRAMADA,Miércoles,11:00,12:00,HCSI
HCSI_129_DERMATOLOGIA,"DERMATOLOGIA - TROTTA ,MARIA LAURA",MARIA LAURA TROTTA,DERMATOLOGIA,PROGRAMADA,Miércoles,13:00,16:00,HCSI
HCSI_130_DERMATOLOGIA,"DERMATOLOGIA - PSORIASIS - TROTTA ,MARIA LAURA",MARIA LAURA TROTTA,DERMATOLOGIA,PROGRAMADA,Jueves,09:00,11:00,HCSI
HCSI_131_DIABETOLOGIA,"DIABETOLOGIA - CARRIZO ,JIMENA",JIMENA CARRIZO,DIABETOLOGIA,PROGRAMADA,Jueves,13:00,15:20,HCSI
HCSI_132_DIABETOLOGIA,"DIABETOLOGIA - RECITACION - CARRIZO ,JIMENA",JIMENA CARRIZO,DIABETOLOGIA,PROGRAMADA,Jueves,15:20,16:20,HCSI
HCSI_133_DIABETOLOGIA,"DIABETOLOGIA - CARRIZO ,JIMENA",JIMENA CARRIZO,DIABETOLOGIA,PROGRAMADA,Martes,07:20,12:00,HCSI
HCSI_134_DIABETOLOGIA,"DIABETOLOGIA - CUELLAR ,MIGUEL",MIGUEL CUELLAR,DIABETOLOGIA,PROGRAMADA,Lunes,08:00,12:20,HCSI
HCSI_135_DIABETOLOGIA,"DIABETOLOGIA - CUELLAR ,MIGUEL",MIGUEL CUELLAR,DIABETOLOGIA,PROGRAMADA,Lunes,13:00,17:00,HCSI
HCSI_136_DIABETOLOGIA,"DIABETOLOGIA - CUELLAR ,MIGUEL",MIGUEL CUELLAR,DIABETOLOGIA,PROGRAMADA,Miércoles,08:00,12:20,HCSI
